date,average_sentiment_vader
2024-06-27,0.5537124999999999
2024-06-28,0.3586
2024-06-29,0.5139666666666667
2024-06-30,0.9478500000000001
2024-07-01,0.42882999999999993
2024-07-02,0.44495500000000004
2024-07-03,0.38397000000000003
2024-07-04,0.31875
2024-07-05,0.38556666666666667
2024-07-06,0.2706
2024-07-08,0.3708769230769231
2024-07-09,0.34602
2024-07-10,0.392765
2024-07-11,0.47793
2024-07-12,0.4240045454545455
2024-07-13,0.52065
2024-07-14,0.5278833333333334
2024-07-15,0.453145
2024-07-16,0.4003318181818182
2024-07-17,0.3470125
2024-07-18,0.42577916666666665
2024-07-19,0.5139269230769231
2024-07-20,0.3802666666666667
2024-07-21,0.36065
2024-07-22,0.45493333333333336
2024-07-23,0.3401541666666667
2024-07-24,0.3378555555555555
2024-07-25,0.5341178571428571
2024-07-26,0.47720454545454544
2024-07-27,0.3981
2024-07-28,0.0625
2024-07-29,0.38766923076923077
2024-07-30,0.42197000000000007
2024-07-31,0.35043
2024-08-01,0.4694833333333333
2024-08-02,0.5154681818181818
2024-08-03,0.051049999999999984
2024-08-04,0.07990000000000003
2024-08-05,0.35678750000000004
2024-08-06,0.46169166666666667
2024-08-07,0.48055000000000003
2024-08-08,0.5937375
2024-08-09,0.4542
2024-08-10,0.59545
2024-08-12,0.427825
2024-08-13,0.6101
2024-08-14,0.5
2024-08-15,0.6359166666666667
2024-08-16,0.36274
2024-08-18,0.58895
2024-08-19,0.32503000000000004
2024-08-20,0.3732
2024-08-21,0.44828999999999997
2024-08-22,0.5756
2024-08-23,0.45008
2024-08-24,0.24121666666666666
2024-08-25,0.42055
2024-08-26,0.5113766666666667
2024-08-27,0.3909708333333333
2024-08-28,0.3982
2024-08-29,0.43424499999999994
2024-08-30,0.3284884615384615
2024-08-31,0.8302499999999999
2024-09-01,0.5
2024-09-02,0.6008583333333334
2024-09-03,0.44143461538461537
2024-09-04,0.48256000000000004
2024-09-05,0.43498333333333333
2024-09-06,0.4017818181818182
2024-09-07,0.5386
2024-09-08,0.55135
2024-09-09,0.43136538461538465
2024-09-10,0.3830875
2024-09-11,0.44841875
2024-09-12,0.38739500000000004
2024-09-13,0.478925
2024-09-14,0.70095
2024-09-15,0.48577499999999996
2024-09-16,0.5028166666666667
2024-09-17,0.3568363636363637
2024-09-18,0.48659230769230766
2024-09-19,0.4418714285714286
2024-09-20,0.3437909090909091
2024-09-21,0.5383
2024-09-22,0.59776
2024-09-23,0.36537142857142857
2024-09-24,0.5586805555555556
2024-09-25,0.42053235294117647
2024-09-26,0.41083333333333333
2024-09-27,0.4653
2024-09-28,0.42532727272727266
2024-09-30,0.3927875
2024-10-01,0.3544875
2024-10-02,0.45755
2024-10-03,0.3750269230769231
2024-10-04,0.36751249999999996
2024-10-05,0.20515
2024-10-06,0.37338333333333334
2024-10-07,0.41840000000000005
2024-10-08,0.3932136363636364
2024-10-09,0.48275
2024-10-10,0.4620166666666667
2024-10-11,0.538875
2024-10-12,0.489825
2024-10-13,0.7566666666666667
2024-10-14,0.5004555555555555
2024-10-15,0.37707857142857143
2024-10-16,0.48179090909090905
2024-10-17,0.3491909090909091
2024-10-18,0.5081230769230769
2024-10-19,0.24469999999999997
2024-10-20,0.6147
2024-10-21,0.3932923076923077
2024-10-22,0.4852625
2024-10-23,0.3139541666666667
2024-10-24,0.5435233333333334
2024-10-25,0.39549
2024-10-26,0.42512
2024-10-27,0.064
2024-10-28,0.3474333333333333
2024-10-29,0.44425
2024-10-30,0.44606250000000003
2024-10-31,0.39129166666666665
2024-11-01,0.3846
2024-11-02,0.30230833333333335
2024-11-03,0.33503333333333335
2024-11-04,0.47949230769230766
2024-11-05,0.45867142857142856
2024-11-06,0.4197076923076923
2024-11-07,0.46844615384615385
2024-11-08,0.3633166666666667
2024-11-11,0.29788333333333333
2024-11-12,0.3098933333333333
2024-11-13,0.3581692307692308
2024-11-14,0.4559
2024-11-15,0.40892
2024-11-16,0.4714076923076923
2024-11-17,0.41903000000000007
2024-11-18,0.55401
2024-11-19,0.5106047619047619
2024-11-20,0.529990625
2024-11-21,0.4183175
2024-11-22,0.347128125
2024-11-23,0.3259375
2024-11-24,0.547025
2024-11-25,0.29220769230769233
2024-11-26,0.5685
2024-11-27,0.5267653846153846
2024-11-28,0.3885
2024-11-29,0.37735
2024-11-30,0.21214999999999998
2024-12-01,0.3736833333333333
2024-12-02,0.4782692307692308
2024-12-03,0.52439
2024-12-04,0.49138750000000003
2024-12-05,0.416271052631579
2024-12-06,0.45068749999999996
2024-12-07,0.4023125
2024-12-08,0.57025
2024-12-09,0.3907055555555556
2024-12-10,0.3848235294117647
2024-12-11,0.5284233333333332
2024-12-12,0.506290625
2024-12-13,0.41559545454545455
2024-12-14,0.680025
2024-12-15,0.6366
2024-12-16,0.3446388888888889
2024-12-17,0.41230625
2024-12-18,0.3963076923076923
2024-12-19,0.5072055555555556
2024-12-20,0.447646875
2024-12-22,0.5
2024-12-23,0.30085
2024-12-24,0.52626
2024-12-25,0.6354599999999999
2024-12-26,0.3933
2024-12-27,0.3839416666666667
2024-12-28,0.5296500000000001
2024-12-29,0.14379999999999998
2024-12-30,0.4746214285714286
2024-12-31,0.37169444444444444
2025-01-06,0.18332500000000002
2025-01-07,0.403225
2025-01-08,0.42311875
2025-01-09,0.34903636363636364
2025-01-10,0.43083888888888894
2025-01-11,0.7202
2025-01-12,0.60115
2025-01-13,0.375915
2025-01-14,0.2829875
2025-01-15,0.47035000000000005
2025-01-16,0.41475384615384614
2025-01-17,0.5316611111111111
2025-01-18,0.7748333333333334
2025-01-19,0.70095
2025-01-20,0.4746625
2025-01-21,0.3988291666666666
2025-01-22,0.43278636363636364
2025-01-23,0.5412045454545455
2025-01-24,0.39348571428571427
2025-01-25,0.5128375000000001
2025-01-26,0.284875
2025-01-27,0.3846611111111111
2025-01-28,0.40624375
2025-01-29,0.506855
2025-01-30,0.33075000000000004
2025-01-31,0.4115409090909091
2025-02-01,0.5180875
2025-02-02,0.06874999999999998
2025-02-03,0.3915136363636364
2025-02-04,0.3260375
2025-02-05,0.4168727272727273
2025-02-06,0.483446875
2025-02-07,0.337025
2025-02-08,0.43437499999999996
2025-02-10,0.3425666666666667
2025-02-11,0.38731818181818184
2025-02-12,0.27751363636363635
2025-02-13,0.41878333333333334
2025-02-14,0.28749375
2025-02-15,0.42435
2025-02-16,0.613375
2025-02-17,0.52308
2025-02-18,0.30069
2025-02-19,0.4980541666666667
2025-02-20,0.44792499999999996
2025-02-21,0.41812777777777776
2025-02-22,0.5734
2025-02-23,0.442025
2025-02-24,0.2277909090909091
2025-02-25,0.3873035714285714
2025-02-26,0.5159576923076923
2025-02-27,0.5005285714285714
2025-02-28,0.5851388888888889
2025-03-01,0.5366166666666666
2025-03-02,0.20029999999999998
2025-03-03,0.4078272727272727
2025-03-04,0.48888750000000003
2025-03-05,0.5144566666666667
2025-03-06,0.40051333333333333
2025-03-07,0.43679999999999997
2025-03-08,0.5252875
2025-03-09,0.39547499999999997
2025-03-10,0.45566249999999997
2025-03-11,0.393578125
2025-03-12,0.46226428571428574
2025-03-13,0.35885000000000006
2025-03-14,0.36239999999999994
2025-03-15,0.6545416666666667
2025-03-17,0.45375624999999997
2025-03-18,0.48299000000000003
2025-03-19,0.21485625
2025-03-20,0.5417535714285714
2025-03-21,0.45585
2025-03-22,0.5276400000000001
2025-03-23,0.4087166666666667
2025-03-24,0.45181666666666664
2025-03-25,0.411715625
2025-03-26,0.3869722222222223
2025-03-27,0.33333636363636365
2025-03-28,0.4579133333333333
2025-03-29,0.47557857142857146
2025-03-30,0.763225
2025-03-31,0.48957500000000004
2025-04-01,0.4738545454545454
2025-04-02,0.39830714285714286
2025-04-03,0.4800133333333333
2025-04-04,0.34225
2025-04-05,0.4206
2025-04-06,0.32125
2025-04-07,0.4709617647058823
2025-04-08,0.4261384615384615
2025-04-09,0.49700000000000005
2025-04-10,0.49442
2025-04-11,0.4595403846153846
2025-04-12,0.48709130434782605
2025-04-13,0.44880000000000003
2025-04-14,0.46357258064516127
2025-04-15,0.483948
2025-04-16,0.5466892857142857
2025-04-17,0.4838275862068966
2025-04-18,0.47774285714285714
2025-04-19,0.4164222222222222
2025-04-20,0.5482125
2025-04-21,0.5358545454545455
2025-04-22,0.4525116666666667
2025-04-23,0.5308191176470588
2025-04-24,0.4623661764705882
2025-04-25,0.48728243243243247
2025-04-26,0.5330190476190476
2025-04-27,0.5790117647058823
2025-04-28,0.4240777777777777
2025-04-29,0.47675945945945947
2025-04-30,0.4503625
2025-05-01,0.47654807692307694
2025-05-02,0.42759444444444444
2025-05-03,0.46007916666666665
2025-05-04,0.5194133333333333
2025-05-05,0.4885203125
2025-05-06,0.47623571428571426
2025-05-07,0.5148704545454545
2025-05-08,0.4792290322580645
2025-05-09,0.5161513513513514
2025-05-10,0.5326016666666666
2025-05-11,0.5566830508474576
2025-05-12,0.5502555555555556
2025-05-13,0.49951451612903225
2025-05-14,0.5187171641791045
2025-05-15,0.48621780821917815
2025-05-16,0.474012676056338
2025-05-17,0.48931764705882347
2025-05-18,0.5081688405797102
2025-05-19,0.4589389610389611
2025-05-20,0.5117591463414635
2025-05-21,0.45605733333333337
2025-05-22,0.4928228915662651
2025-05-23,0.5171924999999999
2025-05-24,0.4833357142857143
